Date,Calcium,Magnesium,Potassium,Sodium,Chlorides,Nitrates,Sulfates,CalciumLoad_g,MagnesiumLoad_g,PotassiumLoad_g,SodiumLoad_g,ChloridesLoad_g,NitratesLoad_g,SulfatesLoad_g,Discharge,LogQ,Precip_1D,Precip_3D,Precip_7D,Precip_14D,D5TE_VWC_5cm_Avg,D5TE_VWC_100cm_Avg,Temp_anomaly_14D,Turbidity,GWE,Temperature,LE_li_wpl,LEsmooth,LogQ10
9/1/21 4:30,2.01,1.4,0.06,0.7,0.89,0.13,0.37,4.5426,3.164,0.1356,1.582,2.0114,0.2938,0.8362,2.26,0.354108439,0,0,0,0,0.317,0.322,-0.653891509,0.119629,619.8,25,10.1691145,99.09875202,0.410196088
9/1/21 5:00,2.01,1.4,0.06,0.7,0.89,0.13,0.36,4.4421,3.094,0.1326,1.547,1.9669,0.2873,0.7956,2.21,0.344392274,0,0,0,0,0.316,0.322,-0.647780374,0.119629,619.8,25,12.734515,97.17954675,0.409625049
9/1/21 5:30,2.01,1.39,0.06,0.69,0.88,0.13,0.36,4.4019,3.0441,0.1314,1.5111,1.9272,0.2847,0.7884,2.19,0.340444115,0,0,0,0,0.316,0.322,-0.765625,0.119629,619.795,24.875,7.642313,95.23308515,0.409032495
9/1/21 6:00,2,1.39,0.06,0.69,0.88,0.13,0.36,4.38,3.0441,0.1314,1.5111,1.9272,0.2847,0.7884,2.19,0.340444115,0,0,0,0,0.3155,0.322,-0.882454128,0.119629,619.79,24.75,-0.2695625,93.20111392,0.408450027
9/1/21 6:30,2,1.39,0.06,0.68,0.87,0.13,0.36,4.46,3.0997,0.1338,1.5164,1.9401,0.2899,0.8028,2.23,0.348304863,0,0,0,0,0.315,0.322,-0.874431818,0.119629,619.785,24.75,1.689769,91.29462757,0.407939125
9/1/21 7:00,2,1.39,0.06,0.68,0.87,0.13,0.36,4.34,3.0163,0.1302,1.4756,1.8879,0.2821,0.7812,2.17,0.336459734,0,0,0,0,0.315,0.322,-0.866554054,0.119629,619.78,24.75,8.598146,91.53545833,0.407344962
9/1/21 7:30,2,1.38,0.06,0.68,0.87,0.13,0.35,4.42,3.0498,0.1326,1.5028,1.9227,0.2873,0.7735,2.21,0.344392274,0,0,0,0,0.3145,0.322,-0.982700893,0.119629,619.775,24.625,43.94996,92.41912489,0.406821408
9/1/21 8:00,1.99,1.38,0.06,0.67,0.86,0.13,0.35,4.3581,3.0222,0.1314,1.4673,1.8834,0.2847,0.7665,2.19,0.340444115,0,0,0,0,0.314,0.322,-1.09789823,0.119629,619.77,24.5,74.05109,92.86254083,0.406276343
9/1/21 8:30,1.99,1.38,0.06,0.67,0.86,0.13,0.35,4.3581,3.0222,0.1314,1.4673,1.8834,0.2847,0.7665,2.19,0.340444115,0,0,0,0,0.314,0.322,-1.088267544,0.119629,619.77,24.5,82.709415,93.54193989,0.405740175
9/1/21 9:00,1.99,1.38,0.06,0.67,0.86,0.13,0.35,4.2785,2.967,0.129,1.4405,1.849,0.2795,0.7525,2.15,0.33243846,0,0,0,0,0.314,0.322,-1.078804348,0.119629,619.77,24.5,113.7245,94.35119302,0.405153261
9/1/21 9:30,1.98,1.38,0.06,0.66,0.85,0.13,0.34,4.3758,3.0498,0.1326,1.4586,1.8785,0.2873,0.7514,2.21,0.344392274,0,0,0,0,0.314,0.322,-1.193426724,0.119629,619.77,24.375,205.7003,95.67038989,0.404664175
9/1/21 10:00,1.98,1.37,0.06,0.66,0.85,0.13,0.34,4.3362,3.0003,0.1314,1.4454,1.8615,0.2847,0.7446,2.19,0.340444115,0,0,0,0,0.3135,0.322,-1.30715812,0.119629,619.77,24.25,204.7599,96.59343469,0.40415364
9/1/21 10:30,1.98,1.37,0.06,0.66,0.85,0.14,0.34,4.257,2.9455,0.129,1.419,1.8275,0.301,0.731,2.15,0.33243846,0,0,0,0,0.313,0.322,-1.296080508,0.119629,619.765,24.25,250.3785,98.39672114,0.403593051
9/1/21 11:00,1.98,1.37,0.06,0.66,0.85,0.14,0.34,4.2966,2.9729,0.1302,1.4322,1.8445,0.3038,0.7378,2.17,0.336459734,0,0,0,0,0.313,0.322,-1.409138655,0.119629,619.76,24.125,259.73525,100.1307264,0.403070031
9/1/21 11:30,1.97,1.37,0.06,0.65,0.84,0.14,0.33,4.2355,2.9455,0.129,1.3975,1.806,0.301,0.7095,2.15,0.33243846,0,0,0,0,0.3125,0.322,-1.397395833,0.119629,619.76,24.125,343.51095,104.5809357,0.402526465
9/1/21 12:00,1.97,1.37,0.06,0.65,0.84,0.14,0.33,4.2355,2.9455,0.129,1.3975,1.806,0.301,0.7095,2.15,0.33243846,0,0,0,0,0.312,0.322,-1.50981405,0.119629,619.76,24,229.3296,105.4059149,0.401991219
9/1/21 12:30,1.97,1.37,0.06,0.65,0.84,0.14,0.33,4.2749,2.9729,0.1302,1.4105,1.8228,0.3038,0.7161,2.17,0.336459734,0,0,0,0,0.311,0.322,-1.497438525,0.119629,619.76,24,261.114,104.3362836,0.401492351
9/1/21 13:00,1.97,1.37,0.06,0.65,0.84,0.14,0.33,4.2355,2.9455,0.129,1.3975,1.806,0.301,0.7095,2.15,0.33243846,0,0,0,0,0.312,0.322,-1.609247967,0.119629,619.76,23.875,310.69355,107.3589961,0.400972986
9/1/21 13:30,1.97,1.36,0.06,0.65,0.84,0.14,0.32,4.2749,2.9512,0.1302,1.4105,1.8228,0.3038,0.6944,2.17,0.336459734,0.254,0.254,0.254,0.254,0.312,0.322,-1.596270161,0.119629,619.765,23.875,282.18815,106.5887722,0.400489246
9/1/21 14:00,1.97,1.36,0.06,0.64,0.84,0.14,0.32,4.2749,2.9512,0.1302,1.3888,1.8228,0.3038,0.6944,2.17,0.336459734,0.254,0.254,0.254,0.254,0.312,0.322,-1.5835,0.119629,619.77,23.875,289.7784,108.8002503,0.400012719
9/1/21 14:30,1.96,1.36,0.06,0.64,0.84,0.14,0.32,4.2924,2.9784,0.1314,1.4016,1.8396,0.3066,0.7008,2.19,0.340444115,0.254,0.254,0.254,0.254,0.312,0.322,-1.446924603,0.119629,619.77,24,316.03205,110.1567472,0.399570718
9/1/21 15:00,1.96,1.36,0.06,0.64,0.84,0.14,0.32,4.2532,2.9512,0.1302,1.3888,1.8228,0.3038,0.6944,2.17,0.336459734,0.254,0.254,0.254,0.254,0.312,0.322,-1.311515748,0.119629,619.77,24.125,293.7954,108.3288201,0.399107954
9/1/21 15:30,1.96,1.37,0.06,0.64,0.84,0.14,0.32,4.2924,3.0003,0.1314,1.4016,1.8396,0.3066,0.7008,2.19,0.340444115,0.254,0.254,0.254,0.254,0.312,0.322,-1.301269531,0.119629,619.77,24.125,197.44475,107.3857045,0.398679037
9/1/21 16:00,1.96,1.36,0.06,0.64,0.84,0.14,0.32,4.214,2.924,0.129,1.376,1.806,0.301,0.688,2.15,0.33243846,0.254,0.254,0.254,0.254,0.3115,0.322,-1.167151163,0.139648,619.77,24.25,179.9772,103.8398128,0.398202526
9/1/21 16:30,1.96,1.36,0.06,0.64,0.84,0.14,0.31,4.2532,2.9512,0.1302,1.3888,1.8228,0.3038,0.6727,2.17,0.336459734,0.254,0.254,0.254,0.254,0.311,0.322,-1.158173077,0.139648,619.765,24.25,277.11535,105.880742,0.397759572
9/1/21 17:00,1.96,1.36,0.06,0.64,0.84,0.15,0.31,4.2336,2.9376,0.1296,1.3824,1.8144,0.324,0.6696,2.16,0.334453751,0.254,0.254,0.254,0.254,0.31,0.322,-1.149332061,0.139648,619.76,24.25,259.2932,108.6339076,0.397309659
9/1/21 17:30,1.96,1.36,0.06,0.64,0.84,0.15,0.31,4.214,2.924,0.129,1.376,1.806,0.3225,0.6665,2.15,0.33243846,0.254,0.254,0.254,0.254,0.309,0.322,-1.140625,0.139648,619.76,24.25,160.72015,109.6982201,0.396852913
9/1/21 18:00,1.96,1.36,0.06,0.64,0.84,0.15,0.31,4.214,2.924,0.129,1.376,1.806,0.3225,0.6665,2.15,0.33243846,0.254,0.254,0.254,0.254,0.3075,0.322,-1.132048872,0.139648,619.76,24.25,89.64869,111.0224341,0.396402566
9/1/21 18:30,1.96,1.36,0.06,0.63,0.84,0.15,0.31,4.1944,2.9104,0.1284,1.3482,1.7976,0.321,0.6634,2.14,0.330413773,0.254,0.254,0.254,0.254,0.3065,0.322,-1.123600746,0.139648,619.76,24.25,58.93577,110.9166804,0.395945459
9/1/21 19:00,1.96,1.36,0.06,0.63,0.84,0.15,0.31,4.1748,2.8968,0.1278,1.3419,1.7892,0.3195,0.6603,2.13,0.328379603,0.254,0.254,0.254,0.254,0.3055,0.3215,-0.916759259,0,619.76,24.45,39.17442,110.1963845,0.395481713
9/1/21 19:30,1.955,1.36,0.055,0.63,0.84,0.15,0.31,4.134825,2.8764,0.116325,1.33245,1.7766,0.31725,0.65565,2.115,0.325310372,0.254,0.254,0.254,0.254,0.3045,0.322,-0.711488971,0,619.755,24.65,5.7961565,109.7759767,0.395005012
