timedate,Calcium,Magnesium,Potassium,Sodium,Chlorides,Nitrates,Sulfates,Discharge
,mmol/L,mmol/L,mmol/L,mmol/L,mmol/L,mmol/L,mmol/L,m3/s
2022-01-03 08:23:00+00:00,2.04,1.39,0.03,0.43,0.89,0.48,0.2,19.65
2022-01-03 08:52:00+00:00,2.03,1.37,0.03,0.43,0.89,0.48,0.2,19.72
2022-01-03 09:21:00+00:00,2.04,1.38,0.03,0.43,0.89,0.48,0.2,19.59
2022-01-03 09:51:00+00:00,2.04,1.38,0.03,0.43,0.89,0.48,0.2,19.72
2022-01-03 10:20:00+00:00,2.01,1.35,0.03,0.43,0.89,0.48,0.2,19.72
2022-01-03 10:49:00+00:00,2.04,1.39,0.03,0.43,0.88,0.48,0.2,19.72
2022-01-03 11:18:00+00:00,2.04,1.39,0.03,0.43,0.88,0.48,0.2,19.79
2022-01-03 11:48:00+00:00,2.04,1.39,0.03,0.42,0.88,0.48,0.2,19.79
2022-01-03 12:17:00+00:00,2.02,1.36,0.03,0.42,0.88,0.48,0.2,19.65
2022-01-03 12:46:00+00:00,2.04,1.39,0.03,0.42,0.88,0.48,0.2,19.86
2022-01-03 13:15:00+00:00,2.04,1.38,0.03,0.42,0.87,0.48,0.2,19.86
2022-01-03 13:45:00+00:00,2.04,1.37,0.03,0.42,0.87,0.48,0.2,19.72
2022-01-03 14:14:00+00:00,2.04,1.38,0.03,0.42,0.87,0.48,0.2,19.86
2022-01-03 14:43:00+00:00,2.03,1.37,0.03,0.41,0.87,0.47,0.2,19.79
2022-01-03 15:12:00+00:00,2.03,1.37,0.03,0.42,0.87,0.47,0.19,19.79
2022-01-03 15:41:00+00:00,2.02,1.37,0.03,0.41,0.87,0.47,0.19,19.79
2022-01-03 16:11:00+00:00,2.02,1.37,0.03,0.41,0.86,0.47,0.19,19.86
2022-01-03 16:40:00+00:00,2.01,1.37,0.03,0.41,0.86,0.47,0.19,19.79
2022-01-03 17:09:00+00:00,2,1.36,0.03,0.4,0.86,0.48,0.19,19.65
2022-01-03 17:38:00+00:00,1.99,1.34,0.03,0.4,0.86,0.48,0.19,19.65
2022-01-03 18:08:00+00:00,2,1.35,0.03,0.4,0.85,0.48,0.19,19.72
2022-01-03 18:37:00+00:00,2,1.35,0.03,0.4,0.85,0.48,0.19,19.52
2022-01-03 19:06:00+00:00,1.99,1.35,0.03,0.39,0.85,0.48,0.19,19.65
2022-01-03 19:35:00+00:00,1.99,1.35,0.03,0.39,0.85,0.48,0.18,19.59
2022-01-03 20:05:00+00:00,1.98,1.34,0.03,0.39,0.85,0.48,0.18,19.45
2022-01-03 20:34:00+00:00,1.97,1.33,0.03,0.39,0.85,0.49,0.18,19.52
2022-01-03 21:03:00+00:00,1.98,1.33,0.03,0.38,0.85,0.49,0.18,19.52
2022-01-03 21:32:00+00:00,1.81,,,0.37,0.84,0.5,,19.38
2022-01-03 22:02:00+00:00,1.92,1.3,,0.39,,,,19.38
2022-01-03 22:31:00+00:00,1.93,1.3,0.04,0.38,,,,19.31
2022-01-03 23:00:00+00:00,1.87,,0.03,0.37,,,,19.31
2022-01-03 23:29:00+00:00,1.95,1.31,0.03,0.38,,0.52,,19.25
2022-01-03 23:59:00+00:00,1.97,1.33,0.03,0.39,0.85,0.49,0.18,19.25
2022-01-04 00:28:00+00:00,1.97,1.33,0.03,0.39,0.85,0.49,0.18,19.18
2022-01-04 00:57:00+00:00,1.96,1.32,0.03,0.38,0.85,0.49,0.18,19.25
2022-01-04 01:26:00+00:00,1.97,1.33,0.03,0.39,0.85,0.5,0.18,19.18
2022-01-04 01:56:00+00:00,1.96,1.33,0.03,0.39,0.85,0.49,0.18,19.04
2022-01-04 02:25:00+00:00,1.97,1.32,0.03,0.39,0.85,0.49,0.18,19.04
2022-01-04 02:54:00+00:00,1.97,1.33,0.03,0.39,0.85,0.5,0.18,19.04
2022-01-04 03:23:00+00:00,1.97,1.33,0.03,0.39,0.85,0.5,0.18,19.04
2022-01-04 03:53:00+00:00,1.97,1.33,0.03,0.39,0.85,0.5,0.18,18.91
2022-01-04 04:22:00+00:00,1.96,1.33,0.03,0.38,0.85,0.5,0.18,18.84
2022-01-04 04:51:00+00:00,1.94,1.3,0.03,0.38,0.85,0.5,0.18,18.71
2022-01-04 05:20:00+00:00,1.97,1.33,0.03,0.38,0.84,0.5,0.18,18.78
2022-01-04 05:49:00+00:00,1.94,1.3,0.03,0.38,0.84,0.5,0.18,18.71
2022-01-04 06:19:00+00:00,1.96,1.33,0.03,0.38,0.84,0.5,0.18,18.58
2022-01-04 06:48:00+00:00,1.96,1.32,0.03,0.38,0.84,0.5,0.18,18.45
2022-01-04 07:17:00+00:00,1.97,1.32,0.03,0.38,0.84,0.5,0.18,18.51
2022-01-04 07:46:00+00:00,1.97,1.33,0.03,0.38,0.84,0.5,0.18,18.38
2022-01-04 08:16:00+00:00,1.97,1.33,0.03,0.38,0.83,0.5,0.18,18.38
2022-01-04 08:45:00+00:00,1.96,1.33,0.03,0.38,0.83,0.5,0.18,18.31
2022-01-04 09:14:00+00:00,1.97,1.34,0.03,0.38,0.83,0.5,0.18,18.18
2022-01-04 09:43:00+00:00,1.99,1.34,0.03,0.38,0.83,0.5,0.19,18.12
2022-01-04 10:13:00+00:00,1.98,1.34,0.03,0.38,0.83,0.5,0.19,18.12
2022-01-04 10:42:00+00:00,1.99,1.35,0.03,0.38,0.83,0.5,0.19,18.05
2022-01-04 11:11:00+00:00,1.99,1.35,0.03,0.38,0.83,0.5,0.19,17.99
2022-01-04 11:40:00+00:00,1.98,1.33,0.03,0.38,0.83,0.5,0.19,17.92
2022-01-04 12:10:00+00:00,1.99,1.35,0.03,0.38,0.83,0.49,0.19,17.86
2022-01-04 12:39:00+00:00,2.01,1.36,0.03,0.38,0.83,0.49,0.19,17.79
2022-01-04 13:08:00+00:00,2,1.35,0.03,0.38,0.83,0.49,0.19,17.66
2022-01-04 13:37:00+00:00,2.01,1.36,0.03,0.38,0.83,0.49,0.19,17.66
2022-01-04 14:07:00+00:00,2.01,1.36,0.03,0.38,0.83,0.49,0.19,17.53
2022-01-04 14:36:00+00:00,2.01,1.36,0.03,0.38,0.83,0.49,0.19,17.53
2022-01-04 15:05:00+00:00,2.02,1.38,0.03,0.38,0.83,0.49,0.19,17.34
2022-01-04 15:34:00+00:00,2.01,1.37,0.03,0.38,0.83,0.49,0.19,17.47
2022-01-04 16:04:00+00:00,2,1.35,0.03,0.37,0.83,0.49,0.19,17.34
2022-01-04 16:33:00+00:00,2,1.35,0.03,0.38,0.83,0.49,0.19,17.28
2022-01-04 17:02:00+00:00,2,1.35,0.03,0.37,0.83,0.49,0.19,17.21
2022-01-04 17:31:00+00:00,2,1.35,0.03,0.38,0.83,0.49,0.19,17.21
2022-01-04 18:00:00+00:00,2.01,1.36,0.03,0.38,0.83,0.49,0.19,17.09
2022-01-04 18:30:00+00:00,2.01,1.36,0.03,0.37,0.83,0.49,0.19,17.15
2022-01-04 18:59:00+00:00,2.01,1.36,0.03,0.38,0.83,0.49,0.19,17.02
2022-01-04 19:28:00+00:00,2.01,1.36,0.03,0.38,0.83,0.49,0.19,16.83
2022-01-04 19:57:00+00:00,1.99,1.34,0.03,0.38,0.83,0.49,0.19,16.9
2022-01-04 20:27:00+00:00,2.01,1.36,0.03,0.38,0.83,0.49,0.19,16.83
2022-01-04 20:56:00+00:00,2.02,1.37,0.03,0.38,0.83,0.49,0.19,16.77
2022-01-04 21:25:00+00:00,2.02,1.37,0.03,0.38,0.83,0.49,0.19,16.77
2022-01-04 21:54:00+00:00,2.02,1.36,0.03,0.38,0.83,0.49,0.19,16.51
2022-01-04 22:24:00+00:00,2.03,1.37,0.03,0.38,0.83,0.49,0.19,16.58
2022-01-04 22:53:00+00:00,2.03,1.38,0.03,0.38,0.83,0.49,0.2,16.51
2022-01-04 23:22:00+00:00,2.03,1.39,0.03,0.39,0.83,0.49,0.2,16.44
2022-01-04 23:51:00+00:00,2.03,1.38,0.03,0.39,0.83,0.49,0.2,16.25
2022-01-05 00:21:00+00:00,2.03,1.37,0.03,0.39,0.83,0.49,0.2,16.38
2022-01-05 00:50:00+00:00,2.03,1.38,0.03,0.39,0.84,0.49,0.2,16.18
2022-01-05 01:19:00+00:00,2.05,1.38,0.03,0.39,0.84,0.49,0.2,16.18
2022-01-05 01:48:00+00:00,2.04,1.39,0.03,0.39,0.84,0.49,0.2,16.18
2022-01-05 02:18:00+00:00,2.02,1.37,0.03,0.39,0.84,0.49,0.2,15.99
2022-01-05 02:47:00+00:00,2.05,1.39,0.03,0.39,0.84,0.49,0.2,15.99
2022-01-05 03:16:00+00:00,2.03,1.36,0.03,0.39,0.84,0.49,0.2,15.99
2022-01-05 03:45:00+00:00,2.05,1.39,0.03,0.39,,,,15.99
2022-01-05 04:15:00+00:00,2.06,1.39,0.03,0.39,0.84,0.49,0.2,15.99
2022-01-05 04:44:00+00:00,2.05,1.39,0.03,0.4,0.85,0.49,0.2,15.86
2022-01-05 05:13:00+00:00,2.05,1.39,0.03,0.4,0.85,0.49,0.2,15.86
2022-01-05 05:42:00+00:00,2.04,1.37,0.03,0.4,0.86,0.49,0.2,15.73
2022-01-05 06:12:00+00:00,2.06,1.4,0.03,0.4,0.86,0.49,0.2,15.73
2022-01-05 06:41:00+00:00,2.04,1.38,0.03,0.41,0.86,0.49,0.2,15.8
2022-01-05 07:10:00+00:00,2.05,1.39,0.03,0.41,0.87,0.49,0.2,15.67
2022-01-05 07:39:00+00:00,2.04,1.38,0.03,0.42,0.87,0.49,0.2,15.67
2022-01-05 08:09:00+00:00,2.06,1.4,0.03,0.42,0.88,0.49,0.2,15.67
2022-01-05 08:38:00+00:00,2.05,1.38,0.03,0.43,0.89,0.49,0.2,15.54
2022-01-05 09:07:00+00:00,2.06,1.4,0.03,0.43,0.89,0.49,0.2,15.6
2022-01-05 09:36:00+00:00,2.07,1.4,0.03,0.43,0.89,0.49,0.2,15.48
2022-01-05 10:06:00+00:00,2.06,1.39,0.03,0.44,0.9,0.49,0.2,15.35
2022-01-05 10:35:00+00:00,2.07,1.41,0.03,0.44,0.9,0.5,0.2,15.41
2022-01-05 11:04:00+00:00,2.06,1.4,0.03,0.44,0.91,0.5,0.2,15.29
2022-01-05 11:33:00+00:00,2.06,1.4,0.03,0.45,0.91,0.5,0.2,15.29
2022-01-05 12:03:00+00:00,2.04,1.38,0.03,0.45,0.91,0.5,0.2,15.29
2022-01-05 12:32:00+00:00,2.06,1.39,0.03,0.45,0.92,0.5,0.2,15.23
2022-01-05 13:01:00+00:00,2.05,1.38,0.03,0.45,0.92,0.5,0.2,15.1
2022-01-05 13:30:00+00:00,2.06,1.39,0.03,0.46,0.92,0.5,0.2,15.1
2022-01-05 14:00:00+00:00,2.05,1.38,0.03,0.46,0.93,0.5,0.2,15.04
2022-01-05 14:29:00+00:00,2.05,1.38,0.03,0.46,0.93,0.5,0.2,15.04
2022-01-05 14:58:00+00:00,2.08,1.4,0.03,0.46,0.93,0.5,0.2,14.91
2022-01-05 15:27:00+00:00,2.06,1.38,0.03,0.46,0.93,0.51,0.2,14.98
2022-01-05 15:56:00+00:00,2.07,1.4,0.03,0.46,0.93,0.51,0.2,14.98
2022-01-05 16:26:00+00:00,2.06,1.38,0.03,0.45,0.92,0.51,0.19,14.91
2022-01-05 16:55:00+00:00,2.08,1.4,0.03,0.45,0.92,0.51,0.19,14.91
2022-01-05 17:24:00+00:00,2.06,1.38,0.03,0.45,0.92,0.51,0.19,14.73
2022-01-05 17:54:00+00:00,2.06,1.38,0.02,0.45,0.92,0.51,0.19,14.67
2022-01-05 18:23:00+00:00,2.06,1.39,0.02,0.44,0.91,0.51,0.19,14.6
2022-01-05 18:52:00+00:00,2.08,1.4,0.03,0.44,0.91,0.51,0.19,14.54
2022-01-05 19:21:00+00:00,2.06,1.39,0.03,0.44,0.91,0.51,0.19,14.54
2022-01-05 19:50:00+00:00,2.08,1.41,0.03,0.44,0.91,0.51,0.19,14.48
2022-01-05 20:20:00+00:00,2.07,1.39,0.02,0.43,0.9,0.51,0.19,14.42
2022-01-05 20:49:00+00:00,2.07,1.39,0.02,0.44,0.9,0.51,0.19,14.36
2022-01-05 21:18:00+00:00,2.08,1.4,0.03,0.43,0.9,0.51,0.19,14.18
2022-01-05 21:47:00+00:00,2.07,1.39,0.03,0.43,0.9,0.51,0.19,14.24
2022-01-05 22:17:00+00:00,2.09,1.4,0.02,0.43,0.9,0.51,0.19,14.18
2022-01-05 22:46:00+00:00,2.07,1.39,0.02,0.43,0.89,0.51,0.19,14.18
2022-01-05 23:15:00+00:00,2.1,1.41,0.03,0.43,0.89,0.51,0.19,14.18
2022-01-05 23:44:00+00:00,2.1,1.41,0.03,0.43,0.89,0.51,0.19,13.94
2022-01-06 00:14:00+00:00,2.1,1.41,0.03,0.43,0.89,0.51,0.19,14
2022-01-06 00:43:00+00:00,2.09,1.43,0.03,0.43,0.89,0.5,0.19,14
2022-01-06 01:12:00+00:00,2.08,1.39,0.03,0.42,0.89,0.5,0.19,13.82
2022-01-06 01:41:00+00:00,2.12,1.43,0.03,0.42,0.89,0.5,0.19,13.88
2022-01-06 02:11:00+00:00,2.07,1.39,0.02,0.42,0.88,0.5,0.19,13.7
2022-01-06 02:40:00+00:00,2.11,1.41,0.02,0.42,0.88,0.5,0.19,13.7
2022-01-06 03:09:00+00:00,2.11,1.44,0.03,0.42,0.88,0.5,0.19,13.7
2022-01-06 03:38:00+00:00,2.1,1.41,0.03,0.42,0.88,0.5,0.2,13.64
2022-01-06 04:08:00+00:00,2.1,1.42,0.03,0.42,0.88,0.5,0.2,13.58
2022-01-06 04:37:00+00:00,2.1,1.43,0.02,0.42,0.88,0.5,0.2,13.52
2022-01-06 05:06:00+00:00,2.08,1.39,0.03,0.42,0.88,0.5,0.2,13.46
2022-01-06 05:35:00+00:00,2.1,1.41,0.03,0.42,0.88,0.5,0.2,13.4
2022-01-06 06:05:00+00:00,2.09,1.41,0.03,0.42,0.88,0.5,0.2,13.35
2022-01-06 06:34:00+00:00,2.09,1.41,0.03,0.42,0.88,0.5,0.2,13.29
2022-01-06 07:03:00+00:00,2.08,1.39,0.02,0.41,0.88,0.5,0.2,13.23
2022-01-06 07:32:00+00:00,2.08,1.4,0.02,0.41,0.88,0.5,0.2,13.17
2022-01-06 08:02:00+00:00,2.1,1.43,0.03,0.42,0.88,0.49,0.2,13.11
2022-01-06 08:31:00+00:00,2.08,1.4,0.02,0.42,0.88,0.5,0.2,13.11
2022-01-06 09:00:00+00:00,2.11,1.41,0.02,0.42,0.88,0.5,0.2,13.11
2022-01-06 09:29:00+00:00,2.12,1.45,0.02,0.42,0.88,0.49,0.2,13.05
2022-01-06 09:59:00+00:00,2.1,1.43,0.02,0.42,0.88,0.49,0.2,12.94
2022-01-06 10:28:00+00:00,2.14,1.45,0.02,0.42,0.88,0.49,0.2,12.94
2022-01-06 10:57:00+00:00,2.1,1.42,0.02,0.42,0.88,0.49,0.2,12.71
2022-01-06 11:26:00+00:00,2.09,1.4,0.02,0.42,0.88,0.49,0.2,12.82
2022-01-06 11:56:00+00:00,2.11,1.42,0.02,0.42,0.88,0.49,0.2,12.65
2022-01-06 12:25:00+00:00,2.08,1.39,0.03,0.42,0.88,0.49,0.2,12.6
2022-01-06 12:54:00+00:00,2.08,1.41,0.02,0.43,0.88,0.49,0.2,12.6
2022-01-06 13:23:00+00:00,2.09,1.39,0.02,0.42,0.88,0.49,0.2,12.43
2022-01-06 13:52:00+00:00,2.09,1.4,0.02,0.42,0.88,0.49,0.2,12.43
2022-01-06 14:22:00+00:00,2.15,1.48,0.02,0.42,0.88,0.49,0.2,12.37
2022-01-06 14:51:00+00:00,2.1,1.4,0.02,0.43,0.88,0.49,0.2,12.37
2022-01-06 15:20:00+00:00,2.14,1.44,0.03,0.43,0.88,0.49,0.2,12.15
2022-01-06 15:49:00+00:00,2.09,1.41,0.02,0.43,0.88,0.49,0.2,12.15
2022-01-06 16:19:00+00:00,2.09,1.4,0.02,0.43,0.88,0.49,0.2,11.98
2022-01-06 16:48:00+00:00,2.14,1.46,0.02,0.43,0.88,0.49,0.2,11.76
2022-01-06 17:17:00+00:00,2.12,1.43,0.02,0.43,0.88,0.49,0.2,11.65
2022-01-06 17:46:00+00:00,2.14,1.45,0.02,0.43,0.88,0.49,0.2,11.49
2022-01-06 18:16:00+00:00,2.12,1.42,0.02,0.43,0.88,0.49,0.2,11.44
2022-01-06 18:45:00+00:00,2.12,1.42,0.02,0.43,0.88,0.49,0.2,11.44
2022-01-06 19:14:00+00:00,2.11,1.42,0.02,0.43,0.88,0.49,0.21,11.49
2022-01-06 19:43:00+00:00,2.09,1.41,0.02,0.43,0.87,0.48,0.21,11.6
2022-01-06 20:13:00+00:00,2.12,1.43,0.02,0.43,0.87,0.48,0.21,11.6
2022-01-06 20:42:00+00:00,2.1,1.41,0.02,0.42,0.87,0.48,0.21,11.65
2022-01-06 21:11:00+00:00,2.12,1.43,0.02,0.42,0.87,0.48,0.21,11.71
2022-01-06 21:40:00+00:00,2.1,1.41,0.02,0.42,0.86,0.49,0.21,11.82
2022-01-06 22:10:00+00:00,2.14,1.45,0.03,0.42,0.86,0.49,0.21,11.76
2022-01-06 22:39:00+00:00,2.13,1.43,0.03,0.41,0.86,0.49,0.21,11.76
2022-01-06 23:08:00+00:00,2.15,1.45,0.02,0.41,0.86,0.49,0.21,11.65
2022-01-06 23:37:00+00:00,2.12,1.43,,0.45,0.86,0.49,0.21,11.38
2022-01-07 00:07:00+00:00,2.12,1.43,0.03,0.41,0.86,0.49,0.21,11.17
2022-01-07 00:36:00+00:00,2.14,1.43,0.03,0.42,0.86,0.5,0.21,10.85
2022-01-07 01:05:00+00:00,2.11,1.41,0.03,0.42,0.87,0.5,0.21,10.7
2022-01-07 01:34:00+00:00,2.12,1.42,0.03,0.42,0.87,0.5,0.21,10.44
2022-01-07 02:04:00+00:00,2.13,1.43,0.02,0.42,0.87,0.5,0.21,10.13
2022-01-07 02:33:00+00:00,2.14,1.43,0.02,0.43,0.87,0.5,0.21,9.98
2022-01-07 03:02:00+00:00,2.18,1.48,0.02,0.42,0.87,0.5,0.21,9.78
2022-01-07 03:31:00+00:00,2.12,1.42,0.02,0.42,0.87,0.5,0.21,9.49
2022-01-07 04:01:00+00:00,2.17,1.46,0.02,0.43,0.87,0.5,0.21,9.3
2022-01-07 04:30:00+00:00,2.18,1.49,0.02,0.43,0.88,0.5,0.21,9.1
2022-01-07 04:59:00+00:00,2.16,1.45,0.03,0.43,0.88,0.49,0.21,8.91
2022-01-07 05:28:00+00:00,2.16,1.47,0.02,0.44,0.88,0.49,0.21,8.68
2022-01-07 05:58:00+00:00,2.17,1.48,0.02,0.43,0.88,0.49,0.21,8.54
2022-01-07 06:27:00+00:00,2.16,1.46,0.02,0.44,0.88,0.5,0.21,8.41
2022-01-07 06:56:00+00:00,2.18,1.49,0.02,0.44,0.88,0.5,0.21,8.27
2022-01-07 15:15:00+00:00,2.19,1.48,0.02,0.43,0.89,0.51,0.22,6.73
2022-01-07 15:45:00+00:00,2.17,1.49,0.02,0.43,0.89,0.5,0.21,6.69
2022-01-07 16:14:00+00:00,2.18,1.47,0.02,0.43,0.89,0.5,0.22,6.77
2022-01-07 16:43:00+00:00,2.2,1.47,,0.43,0.89,0.5,0.22,6.93
2022-01-07 17:12:00+00:00,2.18,1.5,0.02,0.43,0.89,0.5,0.21,7.06
2022-01-07 17:41:00+00:00,2.16,1.47,0.02,0.44,0.89,0.5,0.22,7.22
2022-01-07 18:11:00+00:00,2.15,1.51,0.02,0.43,0.89,0.5,0.21,7.48
2022-01-07 18:40:00+00:00,2.19,1.47,0.02,0.43,0.89,0.5,0.21,7.78
2022-01-07 19:09:00+00:00,2.18,1.44,0.02,0.43,0.89,0.5,0.21,8.09
2022-01-07 19:38:00+00:00,2.26,1.55,0.02,0.42,0.89,0.51,0.21,8.41
2022-01-07 20:08:00+00:00,2.17,1.47,0.02,0.42,0.89,0.51,0.21,8.77
2022-01-07 20:37:00+00:00,2.19,1.46,0.02,0.42,0.89,0.51,0.21,9.2
2022-01-07 21:06:00+00:00,2.18,1.48,0.02,0.42,0.89,0.51,0.21,9.44
2022-01-07 21:35:00+00:00,2.21,1.48,0.02,0.41,0.89,0.51,0.21,9.78
2022-01-07 22:05:00+00:00,2.27,1.54,0.02,0.41,0.89,0.52,0.21,10.03
2022-01-07 22:34:00+00:00,2.2,1.48,0.02,0.41,0.89,0.52,0.21,10.18
2022-01-07 23:03:00+00:00,2.25,1.48,0.02,0.41,0.89,0.52,0.21,10.23
2022-01-07 23:32:00+00:00,2.24,1.52,0.02,0.41,0.89,0.52,0.21,10.34
2022-01-08 00:01:00+00:00,2.21,1.49,0.02,0.41,0.89,0.52,0.21,10.34
2022-01-08 00:31:00+00:00,2.25,1.52,0.02,0.41,0.89,0.52,0.21,10.28
2022-01-08 01:00:00+00:00,2.24,1.53,0.02,0.41,0.88,0.52,0.21,10.21
2022-01-08 01:29:00+00:00,2.21,1.48,0.02,0.42,0.89,0.52,0.21,10.18
2022-01-08 01:58:00+00:00,2.24,1.51,0.02,0.41,0.89,0.52,0.21,10.13
2022-01-08 02:28:00+00:00,2.19,1.51,0.02,0.42,0.89,0.52,0.21,9.88
2022-01-08 02:57:00+00:00,2.21,1.48,0.02,0.42,0.89,0.52,0.21,9.88
2022-01-08 03:26:00+00:00,2.21,1.51,0.02,0.41,0.89,0.52,0.21,9.73
2022-01-08 03:55:00+00:00,2.25,1.54,0.02,0.42,0.89,0.52,0.21,9.68
2022-01-08 04:25:00+00:00,2.23,1.49,0.02,0.42,0.89,0.52,0.21,9.59
2022-01-08 04:54:00+00:00,2.25,1.52,0.02,0.42,0.86,0.53,0.2,9.44
2022-01-08 05:23:00+00:00,2.27,1.54,0.02,0.42,,,,9.3
2022-01-08 05:52:00+00:00,2.19,1.47,0.02,0.42,,,,9.2
2022-01-08 06:21:00+00:00,2.2,1.48,0.02,0.42,,,,9.15
2022-01-08 06:51:00+00:00,2.2,1.47,0.02,0.42,,,,8.96
2022-01-08 07:20:00+00:00,2.28,1.56,0.02,0.42,,,,8.87
2022-01-08 07:49:00+00:00,2.23,1.47,0.02,0.43,,,,8.77
2022-01-08 08:18:00+00:00,2.2,1.47,0.02,0.42,,,,8.68
2022-01-08 08:48:00+00:00,2.2,1.49,0.02,0.42,,,,8.54
2022-01-08 09:17:00+00:00,2.28,1.53,0.02,0.43,,,,8.36
2022-01-08 09:46:00+00:00,2.23,1.48,0.02,0.43,,,,8.27
2022-01-08 10:15:00+00:00,2.26,1.52,0.02,0.43,,,,8.22
2022-01-08 10:45:00+00:00,2.21,1.5,0.03,0.42,,,,8.09
2022-01-08 11:14:00+00:00,2.21,1.47,0.02,0.43,,,,8.05
2022-01-08 11:43:00+00:00,2.23,1.51,0.02,0.42,,,,7.96
2022-01-08 12:12:00+00:00,2.22,1.49,0.02,0.42,,,,7.87
2022-01-08 12:42:00+00:00,2.2,1.48,0.02,0.42,,,,7.78
2022-01-08 13:11:00+00:00,2.24,1.49,0.02,0.42,,,,7.69
2022-01-08 13:40:00+00:00,2.24,1.51,0.02,0.43,,,,7.65
2022-01-08 14:09:00+00:00,2.22,1.49,0.02,0.43,,,,7.61
2022-01-08 14:38:00+00:00,2.22,1.49,0.02,0.42,,,,7.61
2022-01-08 15:08:00+00:00,2.2,1.51,0.02,0.42,,,,7.61
2022-01-08 15:37:00+00:00,2.21,1.48,0.02,0.43,,,,7.52
2022-01-08 16:06:00+00:00,2.15,1.43,0.02,0.42,,,,7.56
2022-01-08 16:35:00+00:00,2.13,1.42,0.02,0.42,,,,7.56
2022-01-08 17:41:00+00:00,,,0.02,0.4,,,,7.74
2022-01-09 01:31:00+00:00,,,,,,,,9.93
2022-01-09 02:00:00+00:00,,,,,,,,10.13
2022-01-09 02:29:00+00:00,,,,,,,,10.18
2022-01-09 02:58:00+00:00,,,,,,,,10.34
2022-01-09 03:28:00+00:00,,,,,,,,10.44
2022-01-09 03:57:00+00:00,,,,,,,,10.59
2022-01-09 04:26:00+00:00,,,,,,,,10.75
2022-01-09 04:55:00+00:00,,,,,,,,10.9
2022-01-09 05:25:00+00:00,,,,,,,,11.06
2022-01-09 05:54:00+00:00,,,,,,,,11.17
2022-01-09 06:23:00+00:00,,,,,,,,11.33
2022-01-09 06:52:00+00:00,,,,,,,,11.49
2022-01-09 07:21:00+00:00,,,,,,,,11.6
2022-01-09 07:51:00+00:00,,,,,,,,11.65
2022-01-09 08:20:00+00:00,,,,,,,,11.82
2022-01-09 08:49:00+00:00,,,,,,,,11.93
2022-01-09 09:18:00+00:00,,,,,,,,12.09
2022-01-09 09:48:00+00:00,,,,,,,,12.15
2022-01-09 10:17:00+00:00,,,,,,,,12.26
2022-01-09 10:46:00+00:00,,,,,,,,12.31
2022-01-09 11:15:00+00:00,,,,,,,,12.31
2022-01-09 11:45:00+00:00,,,,,,,,12.48
2022-01-09 12:14:00+00:00,,,,,,,,12.48
2022-01-09 12:43:00+00:00,,,,,,,,12.54
2022-01-09 13:12:00+00:00,,,,,,,,12.54
2022-01-09 13:41:00+00:00,,,,,,,,12.6
2022-01-09 14:11:00+00:00,,,,,,,,12.6
2022-01-09 14:40:00+00:00,,,,,,,,12.54
2022-01-09 15:09:00+00:00,,,,,,,,12.6
2022-01-09 15:38:00+00:00,,,,,,,,12.54
2022-01-09 16:08:00+00:00,,,,,,,,12.6
2022-01-09 16:37:00+00:00,,,,,,,,12.54
2022-01-09 17:06:00+00:00,,,,,,,,12.6
2022-01-09 17:35:00+00:00,,,,,,,,12.54
2022-01-09 18:05:00+00:00,,,,,,,,12.54
2022-01-09 18:34:00+00:00,,,,,,,,12.54
2022-01-09 19:03:00+00:00,,,,,,,,12.6
2022-01-09 19:32:00+00:00,,,,,,,,12.6
2022-01-09 20:01:00+00:00,,,,,,,,12.6
2022-01-09 20:31:00+00:00,,,,,,,,12.54
2022-01-09 21:00:00+00:00,,,,,,,,12.48
2022-01-09 21:29:00+00:00,,,,,,,,12.43
2022-01-09 21:58:00+00:00,,,,,,,,12.37
2022-01-09 22:28:00+00:00,,,,,,,,12.15
2022-01-09 22:57:00+00:00,,,,,,,,12.09
2022-01-09 23:26:00+00:00,,,,,,,,11.98
2022-01-09 23:55:00+00:00,,,,,,,,11.82
2022-01-10 00:25:00+00:00,,,,,,,,11.71
2022-01-10 00:54:00+00:00,,,,,,,,11.54
2022-01-10 01:23:00+00:00,,,,,,,,11.38
2022-01-10 01:52:00+00:00,,,,,,,,11.22
2022-01-10 02:21:00+00:00,,,,,,,,11.12
2022-01-10 02:51:00+00:00,,,,,,,,10.9
2022-01-10 03:20:00+00:00,,,,,,,,10.85
2022-01-10 03:49:00+00:00,,,,,,,,10.64
2022-01-10 04:18:00+00:00,,,,,,,,10.44
2022-03-14 18:29:00+00:00,,,,,,,,12.94
2022-03-14 18:58:00+00:00,,,,,,,,13
2022-03-15 19:20:00+00:00,,1.23,0.02,0.43,,,,11.98
2022-03-15 19:49:00+00:00,,1.22,0.02,,,,,12.04
2022-03-15 20:18:00+00:00,1.78,1.22,0.02,,,,,11.87
2022-03-15 20:47:00+00:00,1.77,1.22,0.02,,,,,11.87
2022-03-15 21:17:00+00:00,1.85,1.28,0.02,,,,,11.82
2022-03-15 21:46:00+00:00,1.79,1.23,0.02,,,,,11.65
2022-03-15 22:15:00+00:00,1.75,1.23,0.02,0.43,,,,11.76
2022-03-15 22:44:00+00:00,,,,0.04,,,,11.87
2022-03-15 23:14:00+00:00,1.75,1.22,0.02,0.44,,,,11.65
2022-03-15 23:43:00+00:00,1.77,1.23,0.02,,,,,11.65
